Vineyard Name,Vineyard County,Vineyard Postcode,Vineyard Country,Website Address,Ha of planted vines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shalford Winery,Suffolk,Not known,England,,1.4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharpham Vineyard,Devon,TQ9 7UT,England,www.sharpham.com,3.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawsgate Vineyard,Suffolk,IP13 9HZ,England,www.shawsgate.co.uk,5.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheerland Farm Vineyard,Kent,TN27 0PN,England,,3.9690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheffield Park Vineyard,East Sussex,TN22 3QX,England,www.sheffieldparkvineyard.co.uk,1.2145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheveling Wine Estates - Robins Hood Bay,North Yorkshire,YO22 4PJ,England,www.holmfirthvineyard.com,7.2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shifnal Manor Vineyard,Shropshire,TF11 9PB,England,,0.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shillinglee Vineyard (Martin Wakefield),West Sussex,GU8 4SZ,England,,0.0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shillinglee Vineyard (Nick Whitehouse),West Sussex,GU8 4SZ,England,,1.0185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shire Farm Vineyard,Lincolnshire,PE23 4LY,England,www.shirefarm.co.uk,2.6700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shires Vineyard,Derbyshire,DE24 0GW,England,www.shiresvineyard.co.uk,0.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shotley Vineyard,Suffolk,IP9 1EP,England,www.shotleyvineyard.co.uk,5.3660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shoulton House Farm Vineyard,Worcestershire,WR2 6PX,England,,3.6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sidbury Vineyard,Devon,EX10 0QN,England,www.sidburyvineyard.co.uk,0.6975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simpson's Wine Estate - Dover Road,Kent,CT4 6PE,England,www.simpsonswine.com,9.2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simpson's Wine Estate - South Barham Road,Kent,CT4 6LJ,England,www.simpsonswine.com,16.5800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sixteen Ridges Vineyard,Worcestershire,WR6 6TS,England,www.sixteenridges.com,3.2927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somborne Valley Vineyard,Hampshire,SO20 6QH,England,www.sombornevalley.com.,11.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somerby Vineyards,Lincolnshire,DN38 6EX,England,www.somerbyvineyards.com,5.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somersham Vineyard,Suffolk,IP8 4PN,England,,0.0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sompting Estate Vineyard,West Sussex,BN15 0AZ,England,www.somptingestate.com,3.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soulton Vineyard,Shropshire,SY4 5HR,England,,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sour Grapes Vineyard,Hampshire,SO51 0NQ,England,www.sourgrapesvineyard.co.uk,0.4049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Lodge Vineyard,Lincolnshire,LN11 8QY,England,,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pickenham Estate Vineyard,Norfolk,PE37 8DZ,England,www.southpickenham.co.uk,2.0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Saxon Vineyard,West Sussex,BN15 0AZ,England,,0.1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southcott Vineyard,Wiltshire,SN9 5JF,England,www.southcottvineyard.co.uk,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southlands Valley Vineyard,West Sussex,RH20 2JU,England,www.southlandsvalleywines.com,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Southwood Vineyard,Devon,EX15 2DF,England,,0.4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spar Hill Farm Vineyard,Essex,CM9 6SJ,England,,2.8338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparchall Vineyard,Herefordshire,HR1 4EY,England,,1.0089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparrow Hill Vineyard,Somerset,BS26 2LN,England,sparrowhillvineyard.co.uk,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring Cottage Vineyard,West Midlands,WS4 1RT,England,,0.0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring Hollow Vineyard & Winery,Carmarthenshire,SA44 5XS,Wales,www.springhollowvineyard.co.uk,1.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfields Vineyard,East Sussex,TN22 3XX,England,www.springfieldsvineyard.co.uk,3.2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spuncombe Bottom Vineyard,Gloucestershire,GL11 6EG,England,www.spuncombebottomvineyard.com,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squerryes Estate - Charmans Farm Vineyard,Kent,TN16 1QP,England,www.squerryes.co.uk,1.1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Squerryes Estate - Gaysham Farm Vineyard,Kent,TN16 2DT,England,www.squerryes.co.uk,19.4630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Benets Vineyard,Norfolk,NR12 8NY,England,,0.0120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin's Vineyard,Isles of Scilly,TR25 0QL,England,www.stmartinsvineyard.co.uk,0.9500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Mary's Vineyard (Holy Vale),Isles of Scilly,TR21 0NT,England,www.star-castle.co.uk,1.8200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standen Vineyard,West Sussex,RH19 4NE,England,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanford Bridge Vineyard,Kent,TN27 0RU,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanlake Park Wine Estate,Berkshire,RG10 0BN,England,www.stanlakepark.com,4.2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staverton Vineyard,Suffolk,IP12 2RR,England,,0.5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steeple Court Farm Vineyard,Hampshire,SO30 2EQ,England,www.steeplecourtmanor.co.uk,0.4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stone House Cottage Vineyard,Worcestershire,DY10 4BG,England,www.shcn.co.uk,0.0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stopham Vineyard,West Sussex,RH20 1EE,England,www.stophamvineyard.co.uk,5.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storrington Priory Vineyard,West Sussex,RH20 4LN,England,www.dermotsugrue.com,1.0396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stour Valley Vineyards,Essex,Not known,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strawberry Hill Vineyard,Gloucestershire,GL18 1DQ,England,,1.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarloaf Vineyard,Monmouthshire,NP7 7LA,Wales,www.sugarloafvineyard.co.uk,2.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summerhouse Vineyard,South Yorkshire,DN6 8NB,England,Leased by Henry Wilson,0.5720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunnybank Vineyard and Vine Nursery,Herefordshire,HR2 0EE,England,www.sunnybankvines.co.uk,0.3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunnyhill Vineyard,Oxfordshire,OX33 1JD,England,www.sunnyhillvineyard.co.uk,0.7069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surrenden Vineyard,Kent,TN27 0PS,England,,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutton Grange Vineyard,North Yorkshire,HG4 3JZ,England,www.sutton-grange-wines.uk,0.0600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutton Ridge Vineyard,North Somerset,BS40 7UR,England,www.suttonridgevineyard.co.uk,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swafield House Vineyard,Norfolk,NR28 0QT,England,,0.4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swanaford Vineyard,Devon,EX6 7HG,England,www.swanaford.com,3.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swanbrook Vineyard,Worcestershire,WR8 9EL,England,,0.1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndale Farm Vineyard,Kent,ME13 0RJ,England,,6.3260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syntley Vineyard,Worcestershire,DY13 0RH,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tadpole Vineyard,Kent,CT4 5HR,England,,1.5700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamar Valley Vines,Devon,PL17 8PB,England,facebook.com/pg/TamarValleyVines,0.1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tamar Valley Vineyard,Devon,PL20 7BW,England,www.tamarvalleyvineyard.co.uk,0.4641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanhurst Estate Vineyard,Surrey,RH5 6LU,England,,1.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teasles View Vineyard,West Sussex,RH14 9DN,England,,0.3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teffont Wines - Awbridge Vineyard,Hampshire,SO51 0HH,England,www.teffontwines.co.uk,1.4500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teffont Wines - Dinton Vineyard,Wiltshire,SP3 5HN,England,www.teffontwines.co.uk,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teffont Wines - Fonthill Vineyard,Wiltshire,SP3 6PX,England,www.teffontwines.co.uk,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Templars Oak Vineyard,Scottish Borders,TD6 0HH,Scotland,facebook.com/TemplarsOakVineyard,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temple Ewell Vineyard,Kent,CT16 3DR,England,,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ten Acres Vineyard,Devon,EX19 8EY,England,www.tenacresvineyardcamping.co.uk,0.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terlingham Vineyard,Kent,CT18 7AE,England,www.terlinghamvineyard.co.uk,1.3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetbury Upton Vineyard,Gloucestershire,GL,England,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thelnetham Vineyard (Suffolk Wine Co),Norfolk,IP22 1JL,England,www.thelnethamvineyard.com,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Walk Vineyard,Cork,Ireland,Ireland,www.thomaswalk-vineyard.com,0.9800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thornbury Castle Vineyard,South Gloucestershire,BS35 1HH,England,www.thornburycastle.co.uk,0.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thorncroft Vineyard,Surrey,KT22 8JD,England,www.yumchadrinks.com,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thorrington Mill Vineyard,Essex,CO7 8JJ,England,www.thorringtonmillvineyard.co.uk ,4.8563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three Choirs Vineyard,Gloucestershire,GL18 1LS,England,www.three-choirs-vineyards.co.uk,28.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Three Paths,East Sussex,Not known,England,,0.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Throwley Vineyard,Kent,ME13 0PF,England,,1.3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursford Old Hall,Norfolk,NR21 0BW,England,,0.1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thurston Place Vineyard,Suffolk,IP31 3QZ,England,,0.6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tillingham Vineyard,East Sussex,TN31 6XD,England,www.tillingham.com,10.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tilsmore Wines (Quarry Wood Vineyard),East Sussex,TN20 6RQ,England,,1.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinwood Estate,West Sussex,PO18 0NE,England,www.tinwoodestate.com,44.6240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiny Welly Boot Vineyard,Somerset,BA2 0HJ,England,www.willowfarmgourmet.co.uk,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiptree Vineyard,Essex,CO5 0SD,England,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titchen Farm Vineyard,Cornwall,EX23 0BN,England,,1.7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titchfield Vineyard,Hampshire,PO14 4NZ,England,www.titchfieldvineyard.co.uk,1.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonford Manor Vineyard,Kent,CT2 9BH,England,,0.2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toppesfield Vineyard,Essex,CO9 4LX,England,www.toppesfieldvineyard.co.uk,1.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torview Wines,Devon,EX21 5PB,England,www.torview.co.uk,2.1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trapping Hill Vineyard,North Yorkshire,HG3 5RZ,England,www.thesummerhouseyears.com,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tregoninny Vineyard,Cornwall,TR2 4AR,England,www.healeyscyder.co.uk,3.4560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trendle Farm Vineyard,Somerset,BA10 0BA,England,,0.1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trentham River Winery,Staffordshire,ST4 8AX,England,www.trentham.co.uk,1.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevibban Mill Vineyard,Cornwall,PL27 7SE,England,www.trevibbanmill.com,3.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trewince Estates Vineyard,Essex,CM3 6HF,England,,4.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trotton Estate Vineyards,West Sussex,GU31 5DB,England,www.trottonestatevineyards.com,2.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuffon Hall Vineyard,Essex,CO9 3LL,England,www.tuffonhall.co.uk,3.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tullens Vineyard,West Sussex,RH20 1DA,England,www.tullens.co.uk,7.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twelve Vines Vineyard,Norfolk,NR12 9JT,England,,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ty Croes Vineyard,Isle of Anglesey,LL61 6RP,Wales,www.tycroesvineyard.co.uk,1.6194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyringham Hall Vineyard,Buckinghamshire,MK16 9ES,England,,0.6510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tytherley Vineyard,Wiltshire,SP5 1NL,England,,0.6600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulley Farm Vineyard,Kent,TN25 4EJ,England,facebook.com/ulleyvineyard,0.8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Underscar Manor Vineyard,Cumbria,CA12 4PH,England,www.underscarmanor.com,0.7200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper Bigsweir Vineyard,Herefordshire,NP25 4LX,England,facebook.com/Upper-Bigsweir-Vineyard,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vale Vineyard, The (Dyffryn Vineyard)",Denbighshire,LL16 4HY,Wales,facebook.com/valevineyard,2.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valley Farm Vineyards,Suffolk,IP19 0JJ,England,www.valleyfarmvineyards.co.uk,3.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vamilton Valley Vineyard,Dorset,DT2 9JP,England,www.vamiltonvalley.co.uk,0.2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Velfrey Vineyard,Pembrokeshire,SA34 0RA,Wales,www.velfrey.com,0.9600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venn Valley Vineyard,Devon,EX32 0NN,England,,2.6305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vernon Lodge Vineyard,Northamptonshire,NN12 8AB,England,,0.0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vigornia Wine - Walcot Vineyard,Worcestershire,WR10 2AL,England,www.vigornia.co.uk,0.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viking Irish Drinks (Dennison's Vyd),County Waterford,Ireland,Ireland,facebook.com/viking.irish.drinks,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa Elena Vineyard,West Sussex,RH13 6QW,England,,0.8800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitters Oak,Kent,TN26 3DW,England,,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vyrnwy Vineyard,Powys,SY10 0HX,Wales,,1.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wain House Vineyard,Gloucestershire,GL18 1RW,England,,0.3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake Court Vineyard (Sherborne Castle),Dorset,DT9 5NG,England,www.sherbornecastle.com,2.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walford House Vineyard,Shropshire,SY5 7ED,England,,0.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Walgate, M.E. & Son",East Yorkshire,YO25 9LA,England,,0.2203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wall Vineyard, The",Cornwall,PL17 8BJ,England,,0.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walnut Cottage Vineyard,Buckinghamshire,HP8 4NT,England,,Not known,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walnut Lodge Vineyard,Devon,EX37 9DB,England,,0.1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walsingham Estate Vineyard,Norfolk,NR22 6BP,England,www.walsinghamestate.co.uk,3.6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walton Brook Vineyard,Leicestershire,LE12 5TQ,England,www.waltonbrook.com,1.9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warden Abbey Vineyard,Bedfordshire,SG18 9LS,England,www.wardenvineyard.org.uk,1.6194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warehorne Vineyard,Kent,TN26 2JT,England,www.warehornevineyard.co.uk,4.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warley Vineyard,Essex,CM13 3DR,England,,0.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
